articleId,recordKey,publishedAt,sourceName,sourceHost,title,label,sentiment_score,evento,evento_chave,evento_id,tipo_evento,local,data_evento,descricao_curta,model
1542,a-1542,2020-01-22 20:33:14+00:00,Diario do Rio,diariodorio.com,Bonsucesso recebe base da Operação Segurança Presente,positivo,1.0,Inauguração da base da Operação Segurança Presente em Bonsucesso,inauguracao-base-seguranca-presente-bonsucesso-2020,inauguracao-base-seguranca-presente-bonsucesso-2020,inauguracao/expansao,"Bonsucesso, Rio de Janeiro",2020-01-22,O Governo do Estado inaugurou uma nova base da Operação Segurança Presente em Bonsucesso.,gpt-4o-mini
1112,a-1112,2020-01-23 08:00:00+00:00,Google News,oglobo.globo.com,Segurança Presente chega a Bonsucesso com poucos policiais,negativo,-1.0,Lançamento do programa Segurança Presente em Bonsucesso,lancamento-seguranca-presente-bonsucesso-2020,lancamento-seguranca-presente-bonsucesso-2020,inauguracao/expansao,"Bonsucesso, Rio de Janeiro",2020-01-22,"O programa Segurança Presente foi inaugurado em Bonsucesso, mas com apenas seis policiais visíveis no local.",gpt-4o-mini
1541,a-1541,2020-01-24 15:05:32+00:00,Diario do Rio,diariodorio.com,21ª base no estado: Operação Segurança Presente chega a São Gonçalo,positivo,1.0,Inauguração da 21ª base do Segurança Presente em São Gonçalo,inauguracao-base-seguranca-presente-sao-goncalo-2020,inauguracao-base-seguranca-presente-sao-goncalo-2020,inauguracao/expansao,São Gonçalo,2020-01-24,"A 21ª base do programa Segurança Presente foi inaugurada em São Gonçalo, com patrulhamento diário.",gpt-4o-mini
1540,a-1540,2020-01-24 15:30:24+00:00,Diario do Rio,diariodorio.com,Witzel diz que chegada do metrô ou das barcas em São Gonçalo será decidida este ano,n/a,,Lançamento da Operação Segurança Presente em São Gonçalo,lancamento-operacao-seguranca-presente-sao-goncalo-2020,lancamento-operacao-seguranca-presente-sao-goncalo-2020,inauguracao/expansao,São Gonçalo,2020-01-24,Governador Witzel lança a Operação Segurança Presente em São Gonçalo e promete decidir sobre transporte na região.,gpt-4o-mini
1539,a-1539,2020-01-27 15:34:06+00:00,Diario do Rio,diariodorio.com,"‘Menina dos olhos’ de Witzel, Operação Segurança Presente ganhará Fundo Estadual de Fomento",positivo,1.0,Criação do Fundo Estadual de Fomento para a Operação Segurança Presente,criacao-fundo-estadual-fomento-operacao-seguranca-presente-2020,criacao-fundo-estadual-fomento-operacao-seguranca-presente-2020,gestao/administracao,Rio de Janeiro,2020-01-27,A Operação Segurança Presente receberá um Fundo Estadual de Fomento para modernização e capacitação de agentes.,gpt-4o-mini
1538,a-1538,2020-01-27 16:46:54+00:00,Diario do Rio,diariodorio.com,"Visando aumentar segurança no RJ, Witzel aprova criação do Programa Estadual de Videomonitoramento",positivo,1.0,Criação do Programa Estadual de Videomonitoramento no Rio de Janeiro,criacao-programa-estadual-videomonitoramento-rio-2020,criacao-programa-estadual-videomonitoramento-rio-2020,gestao/administracao,Rio de Janeiro,2020-01-27,Governador Witzel sanciona a criação do Programa Estadual de Videomonitoramento para aumentar a segurança no RJ.,gpt-4o-mini
1537,a-1537,2020-01-30 19:01:00+00:00,Diario do Rio,diariodorio.com,Madureira recebe unidade da Operação Segurança Presente,positivo,1.0,Inauguração da 22ª unidade da Operação Segurança Presente em Madureira,inauguracao-22a-unidade-seguranca-presente-madureira-2020,inauguracao-22a-unidade-seguranca-presente-madureira-2020,inauguracao/expansao,"Madureira, Rio de Janeiro",2020-01-28,"A 22ª unidade da Operação Segurança Presente foi inaugurada em Madureira, com 62 policiais para patrulhamento.",gpt-4o-mini
1536,a-1536,2020-02-03 23:52:16+00:00,Diario do Rio,diariodorio.com,Jacarepaguá recebe base da Operação Segurança Presente a partir desta terça,positivo,1.0,Inauguração da base do Segurança Presente em Jacarepaguá,inauguracao-base-seguranca-presente-jacarepaguá-2020,inauguracao-base-seguranca-presente-jacarepagua-2020,inauguracao/expansao,"Jacarepaguá, Rio de Janeiro",2020-02-04,Jacarepaguá recebe base da Operação Segurança Presente para reforço do policiamento.,gpt-4o-mini
1535,a-1535,2020-02-10 19:23:32+00:00,Diario do Rio,diariodorio.com,Segurança Presente chega a Queimados e Belford Roxo,positivo,1.0,Inauguração das bases da Operação Segurança Presente em Queimados e Belford Roxo,inauguracao-bases-seguranca-presente-queimados-belford-roxo-2020,inauguracao-bases-seguranca-presente-queimados-belford-roxo-2020,inauguracao/expansao,Queimados e Belford Roxo,2020-02-10,Bases da Operação Segurança Presente são inauguradas em Queimados e Belford Roxo.,gpt-4o-mini
1534,a-1534,2020-02-17 17:08:42+00:00,Diario do Rio,diariodorio.com,Witzel promete contratação de 2.000 jovens para o programa Segurança Presente,positivo,1.0,Contratação de 2.000 jovens para o programa Segurança Presente,contratacao-2000-jovens-seguranca-presente-2020,contratacao-2000-jovens-seguranca-presente-2020,inauguracao/expansao,"Irajá, Zona Norte do Rio",2020-02-17,Witzel anuncia contratação de 2.000 jovens para o programa Segurança Presente durante inauguração de base em Irajá.,gpt-4o-mini
1533,a-1533,2020-03-04 19:21:17+00:00,Diario do Rio,diariodorio.com,Operação Segurança Presente chega a São João de Meriti,positivo,1.0,Inauguração da Operação Segurança Presente em São João de Meriti,inauguracao-operacao-seguranca-presente-sao-joao-de-meriti-2020,inauguracao-operacao-seguranca-presente-sao-joao-de-meriti-2020,inauguracao/expansao,São João de Meriti,2020-03-05,A Operação Segurança Presente será inaugurada em São João de Meriti com 46 policiais em patrulhamento.,gpt-4o-mini
1532,a-1532,2020-03-26 00:42:58+00:00,Diario do Rio,diariodorio.com,"Governo do Estado contingencia R$ 7,6 bilhões e suspende novas despesas não essenciais",neutro,0.0,"Contingenciamento de R$ 7,6 bilhões pelo Governo do Estado do Rio de Janeiro",contingenciamento-r-76-bilhoes-governo-rio-2020,contingenciamento-r-76-bilhoes-governo-rio-2020,gestao/administracao,Rio de Janeiro,2020-03-25,"Governo do Rio de Janeiro anuncia contingenciamento de R$ 7,6 bilhões e suspensão de despesas não essenciais.",gpt-4o-mini
1531,a-1531,2020-04-17 13:31:29+00:00,Diario do Rio,diariodorio.com,Drone da Prefeitura criado para evitar algomerações faz justamente o contrário e reúne curiosos em Campo Grande,negativo,-1.0,Teste do Drone Falante da Prefeitura em Campo Grande,teste-drone-falante-prefeitura-campo-grande-2020,teste-drone-falante-prefeitura-campo-grande-2020,operacao policial,"Campo Grande, Rio de Janeiro",2020-04-16,"Drone da Prefeitura, criado para evitar aglomerações, atrai curiosos em Campo Grande.",gpt-4o-mini
1530,a-1530,2020-04-23 19:52:56+00:00,Diario do Rio,diariodorio.com,Operação Segurança Presente e RioSolidario distribuem máscaras de proteção ao Coronavírus,positivo,1.0,Distribuição de máscaras de proteção ao Coronavírus pela Operação Segurança Presente,distribuicao-mascaras-coronavirus-seguranca-presente-2020,distribuicao-mascaras-coronavirus-seguranca-presente-2020,operacao policial,Duque de Caxias,2020-04-24,Agentes da Operação Segurança Presente distribuem máscaras para a população em vulnerabilidade social.,gpt-4o-mini
1529,a-1529,2020-05-19 14:20:12+00:00,Diario do Rio,diariodorio.com,Governo do Estado cria comitê para fiscalizar hospitais de campanha,n/a,,Criação do Comitê de Supervisão dos Hospitais de Campanha,criacao-comite-supervisao-hospitais-campanha-2020,criacao-comite-supervisao-hospitais-campanha-2020,gestao/administracao,Rio de Janeiro,2020-05-18,Governo do Rio cria comitê para fiscalizar hospitais de campanha durante a pandemia.,gpt-4o-mini
1528,a-1528,2020-06-04 21:53:02+00:00,Diario do Rio,diariodorio.com,Adicional de pensão será estendido a servidores estaduais mortos por Covid-19,positivo,1.0,Extensão do adicional de pensão a servidores estaduais mortos por Covid-19,extensao-adicional-pensao-servidores-covid-19,extensao-adicional-pensao-servidores-covid-19,gestao/administracao,Rio de Janeiro,2020-06-04,Governador sanciona lei que estende pensão a servidores da segurança pública mortos por Covid-19.,gpt-4o-mini
1527,a-1527,2020-06-21 14:38:37+00:00,Diario do Rio,diariodorio.com,Operação Centro Presente e Comlurb recolhem cobertores de moradores de rua no Largo da Carioca,negativo,-1.0,Recolhimento de cobertores de moradores de rua no Largo da Carioca,recolhimento-cobertores-moradores-rua-largo-carioca-2020,recolhimento-cobertores-moradores-rua-largo-carioca-2020,operacao policial,"Largo da Carioca, Rio de Janeiro",2020-06-19,Agentes da Operação Centro Presente recolhem cobertores de moradores de rua no Largo da Carioca.,gpt-4o-mini
1526,a-1526,2020-06-30 21:34:04+00:00,Diario do Rio,diariodorio.com,Alerj aprova PL que garante alojamento a profissionais de saúde enquanto durar a pandemia,n/a,,Aprovação de PL que garante alojamento a profissionais de saúde durante a pandemia,aprovacao-pl-alojamento-profissionais-saude-2020,aprovacao-pl-alojamento-profissionais-saude-2020,gestao/administracao,Rio de Janeiro,2020-06-30,A Alerj aprovou um projeto de lei que garante alojamento a profissionais de saúde durante a pandemia.,gpt-4o-mini
1525,a-1525,2020-08-14 22:34:48+00:00,Diario do Rio,diariodorio.com,Cresce a procura por imóveis na Zona Sul e na Tijuca,positivo,1.0,Crescimento da procura por imóveis na Zona Sul e Tijuca,crescimento-procura-imoveis-zona-sul-tijuca-2020,crescimento-procura-imoveis-zona-sul-tijuca-2020,resultado/indicador,"Zona Sul e Tijuca, Rio de Janeiro",2020-08-14,A procura por imóveis na Zona Sul e Tijuca cresceu significativamente devido a fatores econômicos e melhorias na segurança.,gpt-4o-mini
